google_place_id,review_id,rating,content,posted_on,reviewed_at,translated_content,translated_language,response_content,responded_on,full_address,street,row_id,created_by,created_on,last_updated_by,updated_on,is_deleted
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUNKNHVpWmNnEAE,5.00,It's bring a historical experience,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4591,APPLICATION,2026-09-16 00:25:21.172588+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUNKd3JxMUVnEAE,4.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4592,APPLICATION,2026-09-16 00:25:21.176479+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUNKX01MbS1nRRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4593,APPLICATION,2026-09-16 00:25:21.180591+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUNKdk96M0JREAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4594,APPLICATION,2026-09-16 00:25:21.184414+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUNKck5XMzlnRRAB,4.00,"Old and worth looking. You might pay the entrance, or enter by one of the side doors, where you must consume something from the local businesses.
As usual in these countries, people here are very racists, rude and stare at white tourists.",2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4595,APPLICATION,2026-09-16 00:25:21.188249+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUNKdExUYkVBEAE,4.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4596,APPLICATION,2026-09-16 00:25:21.192519+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUNKNUlfMW9RRRAB,4.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4597,APPLICATION,2026-09-16 00:25:21.196484+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUNKbUxYd0lREAE,5.00,Tres beau,2023-09-16 05:30:00+05:30,3 years ago,Very beautiful,en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4598,APPLICATION,2026-09-16 00:25:21.200245+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUNKa0ktd0dREAE,3.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4599,APPLICATION,2026-09-16 00:25:21.204339+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUNKb05xWnJBRRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4600,APPLICATION,2026-09-16 00:25:21.208153+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUNKZ0lTdUJREAE,4.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4601,APPLICATION,2026-09-16 00:25:21.211942+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4di1ud0dBEAE,3.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4602,APPLICATION,2026-09-16 00:25:21.216031+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4NzhfaVVBEAE,5.00,Built by the first Sultan Seyid bin Sultan 1802-1856.,2023-06-18 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4603,APPLICATION,2026-09-16 00:25:21.219954+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4NzVqdThnRRAB,4.00,"Ce fort à toutes une histoire,  mérite d''être visité,  il est aujourd''hui utilisé pour du commerce vente d''objets de souvenirs à zanzibar plusieurs petites points on le visite pour toutes son histoire.",2023-06-17 05:30:00+05:30,3 years ago,"This fort has a whole history, deserves to be visited, it is now used for trade selling souvenirs in Zanzibar, several small points are visited for all its history.",en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4604,APPLICATION,2026-09-16 00:25:21.22374+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4cDZlY1dnEAE,5.00,,2023-06-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4605,APPLICATION,2026-09-16 00:25:21.227823+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4cDRHc0NREAE,5.00,"Fort strategic pe drumul către Mizingani, această cladire datează din epoca Omană din 1700. A fost folosit ca garnizoană pentru sultan si mai apoi gara de tren.
Vechiul Fort din Stone Town este o cladire istorică impresionantă, acum e un centru comercial și cultural. De îndată ce ce treci prin poarta, vezi măreția și amploarea fortului, cu zidurile lui falnice și poarta impunătoare.
Fortul găzduiește o varietate de magazine unde se vinde de toate, de la meșteșuguri și bijuterii realizate manual până la îmbrăcăminte și suveniruri. Am fost impresionat de frumusetea articolelor oferite, care reprezinta bogatul patrimoniu cultural al Zanzibarului.
O caracteristică a Fortului Vechi a fost curtea mare și frumoasă, care e plina de iarbă verde unde am stat liniștit și departe de agitația din Stone Town. Mi-a plăcut să stau la umbra copacilor și să privesc cum trece lumea în timp ce beau un suc de fructe răcoritor de la unul dintre vânzătorii locali din apropiere.",2023-06-16 05:30:00+05:30,3 years ago,"A strategic fort on the road to Mizingani, this building dates back to the Omani era in the 1700s. It was used as a garrison for the Sultan and later a train station.
The Old Fort in Stone Town is an impressive historical building, now a commercial and cultural center. As soon as you walk through the gate, you see the grandeur and scale of the fort, with its towering walls and imposing gate.
The fort is home to a variety of shops selling everything from handicrafts and handmade jewelry to clothing and souvenirs. I was impressed by the beauty of the items on offer, which represent the rich cultural heritage of Zanzibar.
A feature of the Old Fort was the large and beautiful courtyard, which is full of green grass where I sat quietly and away from the hustle and bustle of Stone Town. I enjoyed sitting under the shade of the trees and watching the world go by while drinking a refreshing fruit juice from one of the local vendors nearby.",en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4606,APPLICATION,2026-09-16 00:25:21.231658+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4eDZhMmxBRRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4607,APPLICATION,2026-09-16 00:25:21.235801+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4eDV5b1FREAE,5.00,Historical building,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4608,APPLICATION,2026-09-16 00:25:21.240235+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4dTlXdHB3RRAB,4.00,Bonito,2023-09-16 05:30:00+05:30,3 years ago,Pretty,en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4609,APPLICATION,2026-09-16 00:25:21.244043+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4Ml9HY0pnEAE,4.00,Nice.,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4610,APPLICATION,2026-09-16 00:25:21.247966+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4Nl9uYktBEAE,5.00,,2023-06-15 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4611,APPLICATION,2026-09-16 00:25:21.25171+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4OF9XcjF3RRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4612,APPLICATION,2026-09-16 00:25:21.256056+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4MF9PSHlnRRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4613,APPLICATION,2026-09-16 00:25:21.259883+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4emFUSXNnRRAB,2.00,Verfallen und üball lag Müll. Es dir dich keine Mühe gegeben die historischen Bauwerke zu erhalten.,2023-09-16 05:30:00+05:30,3 years ago,The buildings were dilapidated and littered with trash. No effort had been made to preserve the historical structures.,en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4614,APPLICATION,2026-09-16 00:25:21.263701+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4amM2ZmRREAE,4.00,Good,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4615,APPLICATION,2026-09-16 00:25:21.2674+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4bGRySmpRRRAB,5.00,Portuguese fort,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4616,APPLICATION,2026-09-16 00:25:21.271431+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4NWF2RU53EAE,5.00,"Very lovely and quiet place, nice rooms in front of a white sand beach, with swimminpool",2023-06-12 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4617,APPLICATION,2026-09-16 00:25:21.27555+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4eFptT1dBEAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4618,APPLICATION,2026-09-16 00:25:21.280462+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4eGFiVG53RRAB,4.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4619,APPLICATION,2026-09-16 00:25:21.284443+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4LWRqVFV3EAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4620,APPLICATION,2026-09-16 00:25:21.288491+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUN4ajRXU2NREAE,5.00,,2023-09-16 05:30:00+05:30,Edited 3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4621,APPLICATION,2026-09-16 00:25:21.292449+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4MFpldVFREAE,5.00,"Es ist einfach herrlich hier, wunderschöne Strände, nette Menschen, wer will kann die Kultur erleben.",2023-06-10 05:30:00+05:30,3 years ago,"It&#39;s simply wonderful here, beautiful beaches, nice people, and those who want to can experience the culture.",en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4622,APPLICATION,2026-09-16 00:25:21.296773+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4a1pxUllnEAE,4.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4623,APPLICATION,2026-09-16 00:25:21.300894+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4dnR1Y1dREAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4624,APPLICATION,2026-09-16 00:25:21.304991+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4N3BLNUFREAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4625,APPLICATION,2026-09-16 00:25:21.308733+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4cnNEc1F3EAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4626,APPLICATION,2026-09-16 00:25:21.312493+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4dHV5S1BnEAE,4.00,"Great ancient Fort in stone Town, Zanzibar",2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4627,APPLICATION,2026-09-16 00:25:21.316614+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4dHJUcDd3RRAB,4.00,Free entry but not really much to see. There is a cafe here and a few gift shops along with tourist tour shops,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4628,APPLICATION,2026-09-16 00:25:21.320728+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4MXVpaWNBEAE,4.00,Sympa de s'y balader.,2023-09-16 05:30:00+05:30,3 years ago,It&#39;s nice to walk around there.,en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4629,APPLICATION,2026-09-16 00:25:21.324603+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4cHFPRld3EAE,4.00,Good,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4630,APPLICATION,2026-09-16 00:25:21.328376+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4LW96UFNBEAE,4.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4631,APPLICATION,2026-09-16 00:25:21.332166+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4cXRPNnRBRRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4632,APPLICATION,2026-09-16 00:25:21.336009+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4eXZ5N2dnRRAB,5.00,Warto zobaxzyć,2023-09-16 05:30:00+05:30,3 years ago,It&#39;s worth seeing,en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4633,APPLICATION,2026-09-16 00:25:21.340466+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4aXAtTExBEAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4634,APPLICATION,2026-09-16 00:25:21.344258+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSURoa2JLYWNREAE,5.00,"Twierdza a w sumie mury które zostały trzeba zobaczyć będąc w Stone Town. Samo miasto jedyne w swoim rodzaju, dużo krętych i wąskich uliczek. Byliśmy z przewodnikiem, samemu ciężko byłoby się nie zgubić. Warto zjeść coś na mieście ale warto uzgodnić cenę przed zakupem. Zjedliśmy obiad z przydrożnej budki, 2 szaszłyki + frytki za 1$. Ciężko w to uwierzyć ale takie są tam ceny.",2023-09-16 05:30:00+05:30,Edited 3 years ago,"The fortress, or rather the remaining walls, are a must-see when visiting Stone Town. The town itself is unique, with many winding and narrow streets. We were with a guide; it would have been difficult not to get lost on our own. It&#39;s worth eating out, but it&#39;s best to agree on a price before buying. We ate lunch at a roadside stand: two skewers and fries for $1. It&#39;s hard to believe, but those are the prices there.",en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4635,APPLICATION,2026-09-16 00:25:21.348073+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4b3ZUeWh3RRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4636,APPLICATION,2026-09-16 00:25:21.351705+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4ck5lM1dnEAE,5.00,Definitely thing to see in Stone Town. Lots of small little shops inside. Great old building. We had a guide to tell us more about the history of the place.,2023-06-03 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4637,APPLICATION,2026-09-16 00:25:21.35586+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4aElxN0tREAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4638,APPLICATION,2026-09-16 00:25:21.36028+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4cUtUMktBEAE,4.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4639,APPLICATION,2026-09-16 00:25:21.364399+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUR4aUpTQWJREAE,1.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4640,APPLICATION,2026-09-16 00:25:21.368184+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUR4NFBDSC1RRRAB,4.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4641,APPLICATION,2026-09-16 00:25:21.372431+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4MzdfN19BRRAB,4.00,Stará pevnost nic nejak,2023-09-16 05:30:00+05:30,3 years ago,Old fortress nothing somehow,en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4642,APPLICATION,2026-09-16 00:25:21.377191+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUN4LThQOGZnEAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4644,APPLICATION,2026-09-16 00:25:21.386032+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4aTZlMl93RRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4645,APPLICATION,2026-09-16 00:25:21.389952+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4ODV1Ty1nRRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4646,APPLICATION,2026-09-16 00:25:21.39392+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4ZzliR3JRRRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4647,APPLICATION,2026-09-16 00:25:21.398502+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4bmJTTS1BRRAB,5.00,Schön anzuschauen mit ansprechenden Souvenirgeschäften. Einfach durchschlendern und auch den Schatten genießen.,2023-05-23 05:30:00+05:30,3 years ago,"A lovely place to look, with attractive souvenir shops. Just stroll around and enjoy the shade.",en,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4648,APPLICATION,2026-09-16 00:25:21.402721+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4cGNmVXBBRRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4649,APPLICATION,2026-09-16 00:25:21.406693+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4cVlPc29RRRAB,3.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4650,APPLICATION,2026-09-16 00:25:21.410378+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUN4eWVIWVF3EAE,5.00,Nice piece of history to visit,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4651,APPLICATION,2026-09-16 00:25:21.414412+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUN4OFpQeklREAE,3.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4652,APPLICATION,2026-09-16 00:25:21.418539+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4dnVEOTlBRRAB,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4653,APPLICATION,2026-09-16 00:25:21.422641+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4OXBxUzZnRRAB,5.00,A place you need to go to see  Through  Zanzibar history,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4654,APPLICATION,2026-09-16 00:25:21.426582+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUN4MnUtdkZBEAE,5.00,,2023-05-15 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4655,APPLICATION,2026-09-16 00:25:21.430634+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUN4MnAyNEVREAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4656,APPLICATION,2026-09-16 00:25:21.434397+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4bXI2R3d3RRAB,2.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4657,APPLICATION,2026-09-16 00:25:21.439379+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChdDSUhNMG9nS0VJQ0FnSUN4a3ZLR2hnRRAB,4.00,,2023-05-14 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4658,APPLICATION,2026-09-16 00:25:21.444211+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUN4ek4yRGJ3EAE,5.00,Variety of stalls.,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4659,APPLICATION,2026-09-16 00:25:21.448143+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUN4MU4tZ2JBEAE,3.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4660,APPLICATION,2026-09-16 00:25:21.451707+05:30,,,f
ChIJ5Z6_TFrQXBgRG5J7QJtrhnA,ChZDSUhNMG9nS0VJQ0FnSUN4aFBpSWNBEAE,5.00,,2023-09-16 05:30:00+05:30,3 years ago,,,,,"Old Fort, Mizingani Rd, Zanzibar, Tanzania",Mizingani Rd,4661,APPLICATION,2026-09-16 00:25:21.455765+05:30,,,f
